TIME,T,RRR
25.01.2023 02:00,-5.8,No precipitation
24.01.2023 23:00,-5.1,No precipitation
24.01.2023 20:00,-3.4,No precipitation
24.01.2023 17:00,-1.0,No precipitation
24.01.2023 14:00,-1.2,No precipitation
24.01.2023 11:00,-3.6,No precipitation
24.01.2023 08:00,-5.3,No precipitation
24.01.2023 05:00,-3.9,No precipitation
24.01.2023 02:00,-1.3,No precipitation
23.01.2023 23:00,-0.3,No precipitation
23.01.2023 20:00,1.7,No precipitation
23.01.2023 17:00,3.5,No precipitation
23.01.2023 14:00,6.4,No precipitation
23.01.2023 11:00,5.9,No precipitation
23.01.2023 08:00,2.3,No precipitation
23.01.2023 05:00,-0.8,No precipitation
23.01.2023 02:00,-2.4,No precipitation
22.01.2023 23:00,-1.3,No precipitation
22.01.2023 20:00,0.6,No precipitation
22.01.2023 17:00,7.5,No precipitation
22.01.2023 14:00,7.9,No precipitation
22.01.2023 11:00,4.1,No precipitation
22.01.2023 08:00,0.4,No precipitation
22.01.2023 05:00,0.2,No precipitation
22.01.2023 02:00,-0.6,No precipitation
21.01.2023 23:00,2.7,No precipitation
21.01.2023 20:00,4.3,No precipitation
21.01.2023 17:00,5.7,No precipitation
21.01.2023 14:00,5.5,No precipitation
21.01.2023 11:00,3.6,No precipitation
21.01.2023 08:00,-3.7,No precipitation
21.01.2023 05:00,-2.5,No precipitation
21.01.2023 02:00,-3.5,No precipitation
20.01.2023 23:00,-1.7,
20.01.2023 20:00,1.7,No precipitation
20.01.2023 17:00,2.6,No precipitation
20.01.2023 14:00,2.8,No precipitation
20.01.2023 11:00,0.7,No precipitation
20.01.2023 08:00,-0.6,No precipitation
20.01.2023 05:00,0.8,No precipitation
20.01.2023 02:00,0.0,No precipitation
19.01.2023 23:00,4.2,No precipitation
19.01.2023 20:00,7.6,No precipitation
19.01.2023 17:00,9.7,No precipitation
19.01.2023 14:00,9.4,No precipitation
19.01.2023 11:00,7.0,No precipitation
19.01.2023 08:00,5.2,No precipitation
19.01.2023 05:00,-2.0,No precipitation
19.01.2023 02:00,0.4,No precipitation
18.01.2023 23:00,4.5,No precipitation
18.01.2023 20:00,5.7,No precipitation
18.01.2023 17:00,8.7,No precipitation
18.01.2023 11:00,4.8,No precipitation
18.01.2023 08:00,-3.6,No precipitation
18.01.2023 05:00,-2.5,No precipitation
18.01.2023 02:00,1.1,No precipitation
17.01.2023 23:00,2.6,No precipitation
17.01.2023 20:00,3.7,No precipitation
17.01.2023 17:00,4.9,No precipitation
17.01.2023 14:00,5.0,No precipitation
17.01.2023 11:00,3.5,No precipitation
17.01.2023 08:00,1.0,No precipitation
17.01.2023 05:00,1.4,No precipitation
17.01.2023 02:00,1.0,No precipitation
16.01.2023 23:00,1.6,No precipitation
16.01.2023 20:00,0.8,No precipitation
16.01.2023 17:00,3.1,No precipitation
16.01.2023 14:00,2.6,No precipitation
16.01.2023 11:00,0.6,No precipitation
16.01.2023 08:00,-2.7,No precipitation
16.01.2023 05:00,-2.7,No precipitation
16.01.2023 02:00,-1.7,No precipitation
15.01.2023 23:00,-1.4,No precipitation
15.01.2023 20:00,0.1,No precipitation
15.01.2023 17:00,0.8,No precipitation
15.01.2023 14:00,0.6,0.1
15.01.2023 11:00,-0.1,0.2
15.01.2023 08:00,-3.1,0.9
15.01.2023 05:00,-3.2,3
15.01.2023 02:00,-3.4,4
14.01.2023 23:00,-3.7,4
14.01.2023 20:00,-3.2,5
14.01.2023 17:00,-2.9,5
14.01.2023 14:00,-1.6,6
14.01.2023 11:00,-0.6,6
14.01.2023 08:00,0.1,5
14.01.2023 05:00,1.8,4
14.01.2023 02:00,5.3,0.5
13.01.2023 23:00,6.8,0.5
13.01.2023 20:00,6.5,0.3
13.01.2023 17:00,6.6,No precipitation
13.01.2023 14:00,7.4,No precipitation
13.01.2023 11:00,6.1,No precipitation
13.01.2023 08:00,4.8,No precipitation
13.01.2023 05:00,4.4,No precipitation
13.01.2023 02:00,3.6,No precipitation
12.01.2023 23:00,2.9,No precipitation
12.01.2023 20:00,3.3,No precipitation
12.01.2023 17:00,4.2,No precipitation
12.01.2023 14:00,4.6,No precipitation
12.01.2023 11:00,3.9,No precipitation
12.01.2023 08:00,4.1,No precipitation
12.01.2023 05:00,4.0,No precipitation
12.01.2023 02:00,3.9,No precipitation
11.01.2023 23:00,2.5,No precipitation
11.01.2023 20:00,5.5,No precipitation
11.01.2023 17:00,6.0,No precipitation
11.01.2023 14:00,6.4,No precipitation
11.01.2023 11:00,5.2,No precipitation
11.01.2023 08:00,3.8,No precipitation
11.01.2023 05:00,4.1,No precipitation
11.01.2023 02:00,0.3,No precipitation
10.01.2023 23:00,4.3,No precipitation
10.01.2023 20:00,5.5,No precipitation
10.01.2023 17:00,8.2,No precipitation
10.01.2023 14:00,9.1,No precipitation
10.01.2023 11:00,6.8,No precipitation
10.01.2023 08:00,-1.0,No precipitation
10.01.2023 05:00,2.3,No precipitation
10.01.2023 02:00,4.1,No precipitation
09.01.2023 23:00,5.6,No precipitation
09.01.2023 20:00,7.4,No precipitation
09.01.2023 17:00,9.7,No precipitation
09.01.2023 14:00,11.1,No precipitation
09.01.2023 11:00,9.9,No precipitation
09.01.2023 08:00,5.9,No precipitation
09.01.2023 05:00,6.9,No precipitation
09.01.2023 02:00,7.8,No precipitation
08.01.2023 23:00,7.3,No precipitation
08.01.2023 20:00,6.4,No precipitation
08.01.2023 17:00,13.0,No precipitation
08.01.2023 14:00,13.5,No precipitation
08.01.2023 11:00,9.8,No precipitation
08.01.2023 08:00,-0.4,No precipitation
08.01.2023 05:00,0.2,No precipitation
08.01.2023 02:00,1.1,No precipitation
07.01.2023 23:00,3.0,No precipitation
07.01.2023 20:00,5.3,No precipitation
07.01.2023 17:00,14.4,No precipitation
07.01.2023 14:00,14.7,No precipitation
07.01.2023 11:00,10.8,No precipitation
07.01.2023 08:00,-0.5,No precipitation
07.01.2023 05:00,-0.2,No precipitation
07.01.2023 02:00,1.2,No precipitation
06.01.2023 23:00,3.2,No precipitation
06.01.2023 20:00,11.3,No precipitation
06.01.2023 17:00,15.6,No precipitation
06.01.2023 14:00,15.2,No precipitation
06.01.2023 11:00,11.7,No precipitation
06.01.2023 08:00,8.0,No precipitation
06.01.2023 05:00,8.3,No precipitation
06.01.2023 02:00,-0.7,No precipitation
05.01.2023 23:00,0.8,No precipitation
05.01.2023 20:00,1.9,No precipitation
05.01.2023 17:00,8.4,No precipitation
05.01.2023 14:00,9.1,No precipitation
05.01.2023 11:00,4.9,No precipitation
05.01.2023 08:00,-1.7,No precipitation
05.01.2023 05:00,-2.1,No precipitation
05.01.2023 02:00,-1.7,No precipitation
04.01.2023 23:00,0.0,No precipitation
04.01.2023 20:00,1.1,No precipitation
04.01.2023 17:00,6.2,No precipitation
04.01.2023 14:00,7.4,No precipitation
04.01.2023 11:00,4.1,No precipitation
04.01.2023 08:00,-1.2,No precipitation
04.01.2023 05:00,-0.5,No precipitation
04.01.2023 02:00,-0.6,No precipitation
03.01.2023 23:00,2.3,No precipitation
03.01.2023 20:00,6.6,No precipitation
03.01.2023 17:00,8.8,No precipitation
03.01.2023 14:00,9.5,No precipitation
03.01.2023 11:00,5.1,No precipitation
03.01.2023 08:00,-4.1,No precipitation
03.01.2023 05:00,-3.1,No precipitation
03.01.2023 02:00,-2.8,No precipitation
02.01.2023 23:00,-0.9,No precipitation
02.01.2023 20:00,1.2,No precipitation
02.01.2023 17:00,5.5,No precipitation
02.01.2023 14:00,6.6,No precipitation
02.01.2023 11:00,4.3,No precipitation
02.01.2023 08:00,2.0,No precipitation
02.01.2023 05:00,2.7,No precipitation
02.01.2023 02:00,4.3,No precipitation
01.01.2023 23:00,3.9,No precipitation
01.01.2023 20:00,5.7,No precipitation
01.01.2023 17:00,6.8,No precipitation
01.01.2023 14:00,6.6,No precipitation
01.01.2023 11:00,4.9,No precipitation
01.01.2023 08:00,-0.9,No precipitation
01.01.2023 05:00,-2.6,No precipitation
01.01.2023 02:00,-1.3,No precipitation
